date,month_name,year,division_name,index,summary
2025-01-01,January,2025,Education,127.5,"On January 2025, the Core CPI for Education was 127.5."
2025-02-01,February,2025,Education,128.1,"On February 2025, the Core CPI for Education was 128.1."
2025-03-01,March,2025,Education,128.7,"On March 2025, the Core CPI for Education was 128.7."
2025-04-01,April,2025,Education,129.0,"On April 2025, the Core CPI for Education was 129.0."
2025-05-01,May,2025,Education,129.3,"On May 2025, the Core CPI for Education was 129.3."
2025-06-01,June,2025,Education,129.6,"On June 2025, the Core CPI for Education was 129.6."
2025-07-01,July,2025,Education,129.8,"On July 2025, the Core CPI for Education was 129.8."
2025-08-01,August,2025,Education,130.0,"On August 2025, the Core CPI for Education was 130.0."
2018-01-01,January,2018,Restaurant & Accommodation Services,129.5,"On January 2018, the Core CPI for Restaurant & Accommodation Services was 129.5."
2018-02-01,February,2018,Restaurant & Accommodation Services,129.6,"On February 2018, the Core CPI for Restaurant & Accommodation Services was 129.6."
2018-03-01,March,2018,Restaurant & Accommodation Services,130.0,"On March 2018, the Core CPI for Restaurant & Accommodation Services was 130.0."
2018-04-01,April,2018,Restaurant & Accommodation Services,130.5,"On April 2018, the Core CPI for Restaurant & Accommodation Services was 130.5."
2018-05-01,May,2018,Restaurant & Accommodation Services,130.6,"On May 2018, the Core CPI for Restaurant & Accommodation Services was 130.6."
2018-06-01,June,2018,Restaurant & Accommodation Services,129.6,"On June 2018, the Core CPI for Restaurant & Accommodation Services was 129.6."
2018-07-01,July,2018,Restaurant & Accommodation Services,129.6,"On July 2018, the Core CPI for Restaurant & Accommodation Services was 129.6."
2018-08-01,August,2018,Restaurant & Accommodation Services,129.8,"On August 2018, the Core CPI for Restaurant & Accommodation Services was 129.8."
2018-09-01,September,2018,Restaurant & Accommodation Services,130.4,"On September 2018, the Core CPI for Restaurant & Accommodation Services was 130.4."
2018-10-01,October,2018,Restaurant & Accommodation Services,130.6,"On October 2018, the Core CPI for Restaurant & Accommodation Services was 130.6."
2018-11-01,November,2018,Restaurant & Accommodation Services,130.9,"On November 2018, the Core CPI for Restaurant & Accommodation Services was 130.9."
2018-12-01,December,2018,Restaurant & Accommodation Services,131.1,"On December 2018, the Core CPI for Restaurant & Accommodation Services was 131.1."
2019-01-01,January,2019,Restaurant & Accommodation Services,131.1,"On January 2019, the Core CPI for Restaurant & Accommodation Services was 131.1."
2019-02-01,February,2019,Restaurant & Accommodation Services,131.3,"On February 2019, the Core CPI for Restaurant & Accommodation Services was 131.3."
2019-03-01,March,2019,Restaurant & Accommodation Services,131.3,"On March 2019, the Core CPI for Restaurant & Accommodation Services was 131.3."
2019-04-01,April,2019,Restaurant & Accommodation Services,131.6,"On April 2019, the Core CPI for Restaurant & Accommodation Services was 131.6."
2019-05-01,May,2019,Restaurant & Accommodation Services,131.4,"On May 2019, the Core CPI for Restaurant & Accommodation Services was 131.4."
2019-06-01,June,2019,Restaurant & Accommodation Services,131.7,"On June 2019, the Core CPI for Restaurant & Accommodation Services was 131.7."
2019-07-01,July,2019,Restaurant & Accommodation Services,131.8,"On July 2019, the Core CPI for Restaurant & Accommodation Services was 131.8."
2019-08-01,August,2019,Restaurant & Accommodation Services,132.0,"On August 2019, the Core CPI for Restaurant & Accommodation Services was 132.0."
2019-09-01,September,2019,Restaurant & Accommodation Services,132.3,"On September 2019, the Core CPI for Restaurant & Accommodation Services was 132.3."
2019-10-01,October,2019,Restaurant & Accommodation Services,132.2,"On October 2019, the Core CPI for Restaurant & Accommodation Services was 132.2."
2019-11-01,November,2019,Restaurant & Accommodation Services,132.3,"On November 2019, the Core CPI for Restaurant & Accommodation Services was 132.3."
2019-12-01,December,2019,Restaurant & Accommodation Services,132.5,"On December 2019, the Core CPI for Restaurant & Accommodation Services was 132.5."
2020-01-01,January,2020,Restaurant & Accommodation Services,132.6,"On January 2020, the Core CPI for Restaurant & Accommodation Services was 132.6."
2020-02-01,February,2020,Restaurant & Accommodation Services,132.8,"On February 2020, the Core CPI for Restaurant & Accommodation Services was 132.8."
2020-03-01,March,2020,Restaurant & Accommodation Services,132.5,"On March 2020, the Core CPI for Restaurant & Accommodation Services was 132.5."
2020-04-01,April,2020,Restaurant & Accommodation Services,132.5,"On April 2020, the Core CPI for Restaurant & Accommodation Services was 132.5."
2020-05-01,May,2020,Restaurant & Accommodation Services,132.7,"On May 2020, the Core CPI for Restaurant & Accommodation Services was 132.7."
2020-06-01,June,2020,Restaurant & Accommodation Services,132.2,"On June 2020, the Core CPI for Restaurant & Accommodation Services was 132.2."
2020-07-01,July,2020,Restaurant & Accommodation Services,132.0,"On July 2020, the Core CPI for Restaurant & Accommodation Services was 132.0."
2020-08-01,August,2020,Restaurant & Accommodation Services,132.1,"On August 2020, the Core CPI for Restaurant & Accommodation Services was 132.1."
2020-09-01,September,2020,Restaurant & Accommodation Services,132.3,"On September 2020, the Core CPI for Restaurant & Accommodation Services was 132.3."
2020-10-01,October,2020,Restaurant & Accommodation Services,132.3,"On October 2020, the Core CPI for Restaurant & Accommodation Services was 132.3."
2020-11-01,November,2020,Restaurant & Accommodation Services,132.3,"On November 2020, the Core CPI for Restaurant & Accommodation Services was 132.3."
2020-12-01,December,2020,Restaurant & Accommodation Services,132.3,"On December 2020, the Core CPI for Restaurant & Accommodation Services was 132.3."
2021-01-01,January,2021,Restaurant & Accommodation Services,132.5,"On January 2021, the Core CPI for Restaurant & Accommodation Services was 132.5."
2021-02-01,February,2021,Restaurant & Accommodation Services,132.4,"On February 2021, the Core CPI for Restaurant & Accommodation Services was 132.4."
2021-03-01,March,2021,Restaurant & Accommodation Services,132.5,"On March 2021, the Core CPI for Restaurant & Accommodation Services was 132.5."
2021-04-01,April,2021,Restaurant & Accommodation Services,132.7,"On April 2021, the Core CPI for Restaurant & Accommodation Services was 132.7."
2021-05-01,May,2021,Restaurant & Accommodation Services,132.8,"On May 2021, the Core CPI for Restaurant & Accommodation Services was 132.8."
2021-06-01,June,2021,Restaurant & Accommodation Services,132.8,"On June 2021, the Core CPI for Restaurant & Accommodation Services was 132.8."
2021-07-01,July,2021,Restaurant & Accommodation Services,132.9,"On July 2021, the Core CPI for Restaurant & Accommodation Services was 132.9."
2021-08-01,August,2021,Restaurant & Accommodation Services,132.9,"On August 2021, the Core CPI for Restaurant & Accommodation Services was 132.9."
2021-09-01,September,2021,Restaurant & Accommodation Services,132.7,"On September 2021, the Core CPI for Restaurant & Accommodation Services was 132.7."
2021-10-01,October,2021,Restaurant & Accommodation Services,133.1,"On October 2021, the Core CPI for Restaurant & Accommodation Services was 133.1."
2021-11-01,November,2021,Restaurant & Accommodation Services,133.5,"On November 2021, the Core CPI for Restaurant & Accommodation Services was 133.5."
2021-12-01,December,2021,Restaurant & Accommodation Services,134.0,"On December 2021, the Core CPI for Restaurant & Accommodation Services was 134.0."
2022-01-01,January,2022,Restaurant & Accommodation Services,135.3,"On January 2022, the Core CPI for Restaurant & Accommodation Services was 135.3."
2022-02-01,February,2022,Restaurant & Accommodation Services,135.8,"On February 2022, the Core CPI for Restaurant & Accommodation Services was 135.8."
2022-03-01,March,2022,Restaurant & Accommodation Services,136.4,"On March 2022, the Core CPI for Restaurant & Accommodation Services was 136.4."
2022-04-01,April,2022,Restaurant & Accommodation Services,136.9,"On April 2022, the Core CPI for Restaurant & Accommodation Services was 136.9."
2022-05-01,May,2022,Restaurant & Accommodation Services,137.7,"On May 2022, the Core CPI for Restaurant & Accommodation Services was 137.7."
2022-06-01,June,2022,Restaurant & Accommodation Services,139.5,"On June 2022, the Core CPI for Restaurant & Accommodation Services was 139.5."
2022-07-01,July,2022,Restaurant & Accommodation Services,140.5,"On July 2022, the Core CPI for Restaurant & Accommodation Services was 140.5."
2022-08-01,August,2022,Restaurant & Accommodation Services,141.4,"On August 2022, the Core CPI for Restaurant & Accommodation Services was 141.4."
2022-09-01,September,2022,Restaurant & Accommodation Services,141.8,"On September 2022, the Core CPI for Restaurant & Accommodation Services was 141.8."
2022-10-01,October,2022,Restaurant & Accommodation Services,142.2,"On October 2022, the Core CPI for Restaurant & Accommodation Services was 142.2."
2022-11-01,November,2022,Restaurant & Accommodation Services,142.9,"On November 2022, the Core CPI for Restaurant & Accommodation Services was 142.9."
2022-12-01,December,2022,Restaurant & Accommodation Services,143.9,"On December 2022, the Core CPI for Restaurant & Accommodation Services was 143.9."
2023-01-01,January,2023,Restaurant & Accommodation Services,144.5,"On January 2023, the Core CPI for Restaurant & Accommodation Services was 144.5."
2023-02-01,February,2023,Restaurant & Accommodation Services,145.8,"On February 2023, the Core CPI for Restaurant & Accommodation Services was 145.8."
2023-03-01,March,2023,Restaurant & Accommodation Services,146.2,"On March 2023, the Core CPI for Restaurant & Accommodation Services was 146.2."
2023-04-01,April,2023,Restaurant & Accommodation Services,146.0,"On April 2023, the Core CPI for Restaurant & Accommodation Services was 146.0."
2023-05-01,May,2023,Restaurant & Accommodation Services,146.8,"On May 2023, the Core CPI for Restaurant & Accommodation Services was 146.8."
2023-06-01,June,2023,Restaurant & Accommodation Services,147.1,"On June 2023, the Core CPI for Restaurant & Accommodation Services was 147.1."
2023-07-01,July,2023,Restaurant & Accommodation Services,147.6,"On July 2023, the Core CPI for Restaurant & Accommodation Services was 147.6."
2023-08-01,August,2023,Restaurant & Accommodation Services,148.0,"On August 2023, the Core CPI for Restaurant & Accommodation Services was 148.0."
2023-09-01,September,2023,Restaurant & Accommodation Services,148.1,"On September 2023, the Core CPI for Restaurant & Accommodation Services was 148.1."
2023-10-01,October,2023,Restaurant & Accommodation Services,148.8,"On October 2023, the Core CPI for Restaurant & Accommodation Services was 148.8."
2023-11-01,November,2023,Restaurant & Accommodation Services,149.0,"On November 2023, the Core CPI for Restaurant & Accommodation Services was 149.0."
2023-12-01,December,2023,Restaurant & Accommodation Services,149.2,"On December 2023, the Core CPI for Restaurant & Accommodation Services was 149.2."
2024-01-01,January,2024,Restaurant & Accommodation Services,149.1,"On January 2024, the Core CPI for Restaurant & Accommodation Services was 149.1."
2024-02-01,February,2024,Restaurant & Accommodation Services,150.0,"On February 2024, the Core CPI for Restaurant & Accommodation Services was 150.0."
2024-03-01,March,2024,Restaurant & Accommodation Services,150.6,"On March 2024, the Core CPI for Restaurant & Accommodation Services was 150.6."
2024-04-01,April,2024,Restaurant & Accommodation Services,151.1,"On April 2024, the Core CPI for Restaurant & Accommodation Services was 151.1."
2024-05-01,May,2024,Restaurant & Accommodation Services,151.6,"On May 2024, the Core CPI for Restaurant & Accommodation Services was 151.6."
2024-06-01,June,2024,Restaurant & Accommodation Services,152.0,"On June 2024, the Core CPI for Restaurant & Accommodation Services was 152.0."
2024-07-01,July,2024,Restaurant & Accommodation Services,152.6,"On July 2024, the Core CPI for Restaurant & Accommodation Services was 152.6."
2024-08-01,August,2024,Restaurant & Accommodation Services,152.7,"On August 2024, the Core CPI for Restaurant & Accommodation Services was 152.7."
2024-09-01,September,2024,Restaurant & Accommodation Services,152.8,"On September 2024, the Core CPI for Restaurant & Accommodation Services was 152.8."
2024-10-01,October,2024,Restaurant & Accommodation Services,153.0,"On October 2024, the Core CPI for Restaurant & Accommodation Services was 153.0."
2024-11-01,November,2024,Restaurant & Accommodation Services,153.2,"On November 2024, the Core CPI for Restaurant & Accommodation Services was 153.2."
2024-12-01,December,2024,Restaurant & Accommodation Services,153.6,"On December 2024, the Core CPI for Restaurant & Accommodation Services was 153.6."
2025-01-01,January,2025,Restaurant & Accommodation Services,154.3,"On January 2025, the Core CPI for Restaurant & Accommodation Services was 154.3."
2025-02-01,February,2025,Restaurant & Accommodation Services,155.2,"On February 2025, the Core CPI for Restaurant & Accommodation Services was 155.2."
2025-03-01,March,2025,Restaurant & Accommodation Services,155.0,"On March 2025, the Core CPI for Restaurant & Accommodation Services was 155.0."
2025-04-01,April,2025,Restaurant & Accommodation Services,155.5,"On April 2025, the Core CPI for Restaurant & Accommodation Services was 155.5."
2025-05-01,May,2025,Restaurant & Accommodation Services,156.1,"On May 2025, the Core CPI for Restaurant & Accommodation Services was 156.1."
2025-06-01,June,2025,Restaurant & Accommodation Services,156.2,"On June 2025, the Core CPI for Restaurant & Accommodation Services was 156.2."
2025-07-01,July,2025,Restaurant & Accommodation Services,157.4,"On July 2025, the Core CPI for Restaurant & Accommodation Services was 157.4."
2025-08-01,August,2025,Restaurant & Accommodation Services,158.0,"On August 2025, the Core CPI for Restaurant & Accommodation Services was 158.0."
2018-01-01,January,2018,Insurance & Financial Services and Personal Care,111.6,"On January 2018, the Core CPI for Insurance & Financial Services and Personal Care was 111.6."
2018-02-01,February,2018,Insurance & Financial Services and Personal Care,111.7,"On February 2018, the Core CPI for Insurance & Financial Services and Personal Care was 111.7."
2018-03-01,March,2018,Insurance & Financial Services and Personal Care,111.7,"On March 2018, the Core CPI for Insurance & Financial Services and Personal Care was 111.7."
2018-04-01,April,2018,Insurance & Financial Services and Personal Care,111.7,"On April 2018, the Core CPI for Insurance & Financial Services and Personal Care was 111.7."
2018-05-01,May,2018,Insurance & Financial Services and Personal Care,111.7,"On May 2018, the Core CPI for Insurance & Financial Services and Personal Care was 111.7."
2018-06-01,June,2018,Insurance & Financial Services and Personal Care,108.8,"On June 2018, the Core CPI for Insurance & Financial Services and Personal Care was 108.8."
2018-07-01,July,2018,Insurance & Financial Services and Personal Care,108.8,"On July 2018, the Core CPI for Insurance & Financial Services and Personal Care was 108.8."
2018-08-01,August,2018,Insurance & Financial Services and Personal Care,108.8,"On August 2018, the Core CPI for Insurance & Financial Services and Personal Care was 108.8."
2018-09-01,September,2018,Insurance & Financial Services and Personal Care,109.2,"On September 2018, the Core CPI for Insurance & Financial Services and Personal Care was 109.2."
2018-10-01,October,2018,Insurance & Financial Services and Personal Care,109.8,"On October 2018, the Core CPI for Insurance & Financial Services and Personal Care was 109.8."
2018-11-01,November,2018,Insurance & Financial Services and Personal Care,109.8,"On November 2018, the Core CPI for Insurance & Financial Services and Personal Care was 109.8."
2018-12-01,December,2018,Insurance & Financial Services and Personal Care,109.8,"On December 2018, the Core CPI for Insurance & Financial Services and Personal Care was 109.8."
2019-01-01,January,2019,Insurance & Financial Services and Personal Care,109.9,"On January 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-02-01,February,2019,Insurance & Financial Services and Personal Care,109.9,"On February 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-03-01,March,2019,Insurance & Financial Services and Personal Care,109.9,"On March 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-04-01,April,2019,Insurance & Financial Services and Personal Care,109.9,"On April 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-05-01,May,2019,Insurance & Financial Services and Personal Care,109.9,"On May 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-06-01,June,2019,Insurance & Financial Services and Personal Care,109.9,"On June 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-07-01,July,2019,Insurance & Financial Services and Personal Care,109.9,"On July 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-08-01,August,2019,Insurance & Financial Services and Personal Care,109.9,"On August 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-09-01,September,2019,Insurance & Financial Services and Personal Care,109.9,"On September 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-10-01,October,2019,Insurance & Financial Services and Personal Care,109.9,"On October 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-11-01,November,2019,Insurance & Financial Services and Personal Care,109.9,"On November 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2019-12-01,December,2019,Insurance & Financial Services and Personal Care,109.8,"On December 2019, the Core CPI for Insurance & Financial Services and Personal Care was 109.8."
2020-01-01,January,2020,Insurance & Financial Services and Personal Care,109.8,"On January 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.8."
2020-02-01,February,2020,Insurance & Financial Services and Personal Care,109.8,"On February 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.8."
2020-03-01,March,2020,Insurance & Financial Services and Personal Care,109.9,"On March 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2020-04-01,April,2020,Insurance & Financial Services and Personal Care,109.9,"On April 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2020-05-01,May,2020,Insurance & Financial Services and Personal Care,109.9,"On May 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2020-06-01,June,2020,Insurance & Financial Services and Personal Care,109.9,"On June 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2020-07-01,July,2020,Insurance & Financial Services and Personal Care,109.9,"On July 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2020-08-01,August,2020,Insurance & Financial Services and Personal Care,109.9,"On August 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2020-09-01,September,2020,Insurance & Financial Services and Personal Care,109.9,"On September 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2020-10-01,October,2020,Insurance & Financial Services and Personal Care,109.9,"On October 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2020-11-01,November,2020,Insurance & Financial Services and Personal Care,109.9,"On November 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2020-12-01,December,2020,Insurance & Financial Services and Personal Care,109.9,"On December 2020, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-01-01,January,2021,Insurance & Financial Services and Personal Care,109.9,"On January 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-02-01,February,2021,Insurance & Financial Services and Personal Care,109.9,"On February 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-03-01,March,2021,Insurance & Financial Services and Personal Care,109.9,"On March 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-04-01,April,2021,Insurance & Financial Services and Personal Care,109.9,"On April 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-05-01,May,2021,Insurance & Financial Services and Personal Care,109.9,"On May 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-06-01,June,2021,Insurance & Financial Services and Personal Care,109.9,"On June 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-07-01,July,2021,Insurance & Financial Services and Personal Care,109.9,"On July 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-08-01,August,2021,Insurance & Financial Services and Personal Care,109.9,"On August 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-09-01,September,2021,Insurance & Financial Services and Personal Care,109.9,"On September 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-10-01,October,2021,Insurance & Financial Services and Personal Care,109.9,"On October 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-11-01,November,2021,Insurance & Financial Services and Personal Care,109.9,"On November 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2021-12-01,December,2021,Insurance & Financial Services and Personal Care,109.9,"On December 2021, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2022-01-01,January,2022,Insurance & Financial Services and Personal Care,109.9,"On January 2022, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2022-02-01,February,2022,Insurance & Financial Services and Personal Care,109.9,"On February 2022, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2022-03-01,March,2022,Insurance & Financial Services and Personal Care,109.9,"On March 2022, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2022-04-01,April,2022,Insurance & Financial Services and Personal Care,109.9,"On April 2022, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2022-05-01,May,2022,Insurance & Financial Services and Personal Care,109.9,"On May 2022, the Core CPI for Insurance & Financial Services and Personal Care was 109.9."
2022-06-01,June,2022,Insurance & Financial Services and Personal Care,110.2,"On June 2022, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2022-07-01,July,2022,Insurance & Financial Services and Personal Care,110.2,"On July 2022, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2022-08-01,August,2022,Insurance & Financial Services and Personal Care,110.2,"On August 2022, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2022-09-01,September,2022,Insurance & Financial Services and Personal Care,110.2,"On September 2022, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2022-10-01,October,2022,Insurance & Financial Services and Personal Care,110.2,"On October 2022, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2022-11-01,November,2022,Insurance & Financial Services and Personal Care,110.2,"On November 2022, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2022-12-01,December,2022,Insurance & Financial Services and Personal Care,110.2,"On December 2022, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2023-01-01,January,2023,Insurance & Financial Services and Personal Care,110.2,"On January 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2023-02-01,February,2023,Insurance & Financial Services and Personal Care,110.3,"On February 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.3."
2023-03-01,March,2023,Insurance & Financial Services and Personal Care,110.3,"On March 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.3."
2023-04-01,April,2023,Insurance & Financial Services and Personal Care,110.3,"On April 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.3."
2023-05-01,May,2023,Insurance & Financial Services and Personal Care,110.3,"On May 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.3."
2023-06-01,June,2023,Insurance & Financial Services and Personal Care,110.3,"On June 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.3."
2023-07-01,July,2023,Insurance & Financial Services and Personal Care,110.2,"On July 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2023-08-01,August,2023,Insurance & Financial Services and Personal Care,110.2,"On August 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2023-09-01,September,2023,Insurance & Financial Services and Personal Care,110.2,"On September 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2023-10-01,October,2023,Insurance & Financial Services and Personal Care,110.2,"On October 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2023-11-01,November,2023,Insurance & Financial Services and Personal Care,110.2,"On November 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2023-12-01,December,2023,Insurance & Financial Services and Personal Care,110.2,"On December 2023, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2024-01-01,January,2024,Insurance & Financial Services and Personal Care,110.2,"On January 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2024-02-01,February,2024,Insurance & Financial Services and Personal Care,110.2,"On February 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2024-03-01,March,2024,Insurance & Financial Services and Personal Care,110.2,"On March 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2024-04-01,April,2024,Insurance & Financial Services and Personal Care,110.2,"On April 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2024-05-01,May,2024,Insurance & Financial Services and Personal Care,110.2,"On May 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2024-06-01,June,2024,Insurance & Financial Services and Personal Care,110.2,"On June 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.2."
2024-07-01,July,2024,Insurance & Financial Services and Personal Care,110.8,"On July 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.8."
2024-08-01,August,2024,Insurance & Financial Services and Personal Care,110.8,"On August 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.8."
2024-09-01,September,2024,Insurance & Financial Services and Personal Care,110.8,"On September 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.8."
2024-10-01,October,2024,Insurance & Financial Services and Personal Care,110.8,"On October 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.8."
2024-11-01,November,2024,Insurance & Financial Services and Personal Care,110.8,"On November 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.8."
2024-12-01,December,2024,Insurance & Financial Services and Personal Care,110.8,"On December 2024, the Core CPI for Insurance & Financial Services and Personal Care was 110.8."
2025-01-01,January,2025,Insurance & Financial Services and Personal Care,110.9,"On January 2025, the Core CPI for Insurance & Financial Services and Personal Care was 110.9."
2025-02-01,February,2025,Insurance & Financial Services and Personal Care,111.8,"On February 2025, the Core CPI for Insurance & Financial Services and Personal Care was 111.8."
2025-03-01,March,2025,Insurance & Financial Services and Personal Care,111.8,"On March 2025, the Core CPI for Insurance & Financial Services and Personal Care was 111.8."
2025-04-01,April,2025,Insurance & Financial Services and Personal Care,111.8,"On April 2025, the Core CPI for Insurance & Financial Services and Personal Care was 111.8."
2025-05-01,May,2025,Insurance & Financial Services and Personal Care,111.8,"On May 2025, the Core CPI for Insurance & Financial Services and Personal Care was 111.8."
2025-06-01,June,2025,Insurance & Financial Services and Personal Care,111.8,"On June 2025, the Core CPI for Insurance & Financial Services and Personal Care was 111.8."
2025-07-01,July,2025,Insurance & Financial Services and Personal Care,116.9,"On July 2025, the Core CPI for Insurance & Financial Services and Personal Care was 116.9."
2025-08-01,August,2025,Insurance & Financial Services and Personal Care,117.0,"On August 2025, the Core CPI for Insurance & Financial Services and Personal Care was 117.0."
2018-01-01,January,2018,Social Protection & Miscellaneous Goods and Services,114.6,"On January 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.6."
2018-02-01,February,2018,Social Protection & Miscellaneous Goods and Services,114.3,"On February 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.3."
2018-03-01,March,2018,Social Protection & Miscellaneous Goods and Services,114.5,"On March 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.5."
2018-04-01,April,2018,Social Protection & Miscellaneous Goods and Services,114.6,"On April 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.6."
2018-05-01,May,2018,Social Protection & Miscellaneous Goods and Services,114.7,"On May 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 114.7."
2018-06-01,June,2018,Social Protection & Miscellaneous Goods and Services,111.1,"On June 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 111.1."
2018-07-01,July,2018,Social Protection & Miscellaneous Goods and Services,111.0,"On July 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 111.0."
2018-08-01,August,2018,Social Protection & Miscellaneous Goods and Services,110.8,"On August 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 110.8."
2018-09-01,September,2018,Social Protection & Miscellaneous Goods and Services,111.0,"On September 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 111.0."
2018-10-01,October,2018,Social Protection & Miscellaneous Goods and Services,111.3,"On October 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 111.3."
2018-11-01,November,2018,Social Protection & Miscellaneous Goods and Services,111.5,"On November 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 111.5."
2018-12-01,December,2018,Social Protection & Miscellaneous Goods and Services,111.5,"On December 2018, the Core CPI for Social Protection & Miscellaneous Goods and Services was 111.5."
2019-01-01,January,2019,Social Protection & Miscellaneous Goods and Services,111.9,"On January 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 111.9."
2019-02-01,February,2019,Social Protection & Miscellaneous Goods and Services,111.8,"On February 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 111.8."
2019-03-01,March,2019,Social Protection & Miscellaneous Goods and Services,112.2,"On March 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 112.2."
2019-04-01,April,2019,Social Protection & Miscellaneous Goods and Services,112.3,"On April 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 112.3."
2019-05-01,May,2019,Social Protection & Miscellaneous Goods and Services,112.3,"On May 2019, the Core CPI for Social Protection & Miscellaneous Goods and Services was 112.3."
